id,batch_id,scanner_user_id,verification_status,latitude,longitude,anomaly_flags,scanned_at
0659881a-d6a7-49ad-832a-58fc6d2819ff,DEMO-IBUP-002,b78daa61-0978-4452-b3c7-db78f76cf432,suspicious,40.7350743765968,-73.9730759809917,"[""Rapid scanning detected"",""Geographic anomaly: 450km in 10 min""]",2026-02-11 09:47:24.389+00
18dcf2cd-a256-4b81-910d-2ef0817808f0,DEMO-AMOX-001,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,-23.5645986651354,-46.5851253602623,[],2026-02-13 05:47:24.389+00
1e4e39b8-db4e-4b3c-aec3-7255b8376d68,DEMO-PARA-003,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,34.054413385185,-118.259038323771,[],2026-02-13 08:39:22.674+00
2097edd2-3055-4e7c-96e5-856b065b8169,DEMO-PARA-003,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,28.6060780024461,77.2092201691594,[],2026-02-10 23:47:24.389+00
258b544e-c4eb-4e12-8b9d-3f1cdd7452cc,DEMO-IBUP-002,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,35.6668448392479,139.60371974288,[],2026-02-13 16:47:24.389+00
270aa734-01a8-47f2-acaa-c65f6f381e16,DEMO-PARA-003,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,35.6871693146081,139.608404143271,[],2026-02-10 22:47:24.389+00
27b37cb9-f5e6-403a-b7f6-31acf1c3d8c6,DEMO-ASPR-005,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,35.6409279364708,139.687052122698,[],2026-02-11 08:47:24.389+00
288ebb4e-6fd1-460c-b24a-ed2d33c3bd50,DEMO-IBUP-002,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,35.6734023709849,139.624436679201,[],2026-02-11 03:39:22.674+00
3197d3fa-412b-4ead-b384-08a06f666c53,DEMO-IBUP-002,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,51.4751996854705,-0.128675129126769,[],2026-02-11 06:47:24.389+00
3a1d0e17-74d6-436d-8808-4eb018c98dfc,DEMO-METR-004,b78daa61-0978-4452-b3c7-db78f76cf432,suspicious,40.6829595883197,-73.9646247091314,"[""Rapid scanning detected"",""Geographic anomaly: 450km in 10 min""]",2026-02-13 06:47:24.389+00
3c74dbd1-17bf-4a9f-b67f-862e4335aa8d,DEMO-AMOX-001,b78daa61-0978-4452-b3c7-db78f76cf432,not_found,-23.5334784751775,-46.6170162669831,[],2026-02-12 00:47:24.389+00
4130a610-5a51-45b2-81df-430c5ba5aea7,DEMO-ASPR-005,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,51.502727399506,-0.126831406099786,[],2026-02-12 08:47:24.389+00
50c22745-9283-4191-b732-8350bce665f8,DEMO-IBUP-002,b78daa61-0978-4452-b3c7-db78f76cf432,suspicious,-23.5028889304751,-46.609906722328,"[""Rapid scanning detected"",""Geographic anomaly: 450km in 10 min""]",2026-02-12 00:47:24.389+00
5d67889f-411e-4ca7-a061-1f1e6745214d,DEMO-IBUP-002,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,suspicious,51.4947083751599,-0.0888520844598656,"[""Rapid scanning detected"",""Geographic anomaly: 450km in 10 min""]",2026-02-11 20:39:22.674+00
6401e067-71f3-488c-8f50-90f6abae7a88,DEMO-METR-004,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,34.0030579770961,-118.217708683592,[],2026-02-11 16:39:22.674+00
68750f14-5551-419d-b2eb-7fec97a90e13,DEMO-PARA-003,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,suspicious,51.4681709229691,-0.159055846518307,"[""Rapid scanning detected"",""Geographic anomaly: 450km in 10 min""]",2026-02-11 23:39:22.674+00
68830f12-0267-4c58-954b-7df9ca589b03,DEMO-ASPR-005,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,-23.54524900282,-46.6314092877159,[],2026-02-12 09:47:24.389+00
6df68e55-c6f3-4328-bad6-bcf86fb4e911,DEMO-AMOX-001,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,28.6061756523371,77.212626231737,[],2026-02-11 22:39:22.674+00
717f340c-c21d-4586-8701-ca6294282405,DEMO-PARA-003,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,40.7179697843291,-73.9575507464423,[],2026-02-11 16:39:22.674+00
71d93483-c742-4c6f-b0a7-23a3b4c04fb4,DEMO-IBUP-002,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,40.6908304380377,-74.0348630024515,[],2026-02-12 20:39:22.674+00
7613b71f-c95f-4280-908c-ea70b43df685,DEMO-METR-004,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,28.609559544613,77.2534201039739,[],2026-02-13 11:47:24.389+00
7625850a-91d0-45fa-8c85-1f55c3fea76d,DEMO-PARA-003,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,28.5698643938039,77.1824005307313,[],2026-02-13 02:39:22.674+00
778b163e-3291-4dd2-8d51-a7b4fb436ec5,DEMO-ASPR-005,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,35.6405268275388,139.66885557115,[],2026-02-13 14:47:24.389+00
78e38284-1d53-4818-b18e-7ea64a6044ff,DEMO-ASPR-005,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,40.6990690355358,-74.0047057702511,[],2026-02-11 17:47:24.389+00
840bf295-7305-4227-8593-f8ef7cd2ecaf,DEMO-METR-004,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,51.5306201902918,-0.130296377586679,[],2026-02-13 07:39:22.674+00
842090be-4144-41f5-a5a1-740552a8e9f4,DEMO-PARA-003,b78daa61-0978-4452-b3c7-db78f76cf432,suspicious,51.4696450131497,-0.0930333103377834,"[""Rapid scanning detected"",""Geographic anomaly: 450km in 10 min""]",2026-02-10 22:47:24.389+00
8776c1a2-1796-41a7-b1e0-b9cc37a561ed,DEMO-PARA-003,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,40.709363317023,-74.0193399856038,[],2026-02-12 16:39:22.674+00
88bbea6f-7a4c-4afa-bc9f-30029a889d97,DEMO-ASPR-005,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,34.017058705716,-118.211597458505,[],2026-02-11 18:47:24.389+00
8b268710-e743-4c07-8d96-5f27c80dc71a,DEMO-METR-004,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,suspicious,40.6950233209996,-73.9901952796369,"[""Rapid scanning detected"",""Geographic anomaly: 450km in 10 min""]",2026-02-11 05:39:22.674+00
8bd1ae39-61ec-4d6b-a91d-c6c87ba4d845,DEMO-AMOX-001,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,28.6464956664703,77.205650371706,[],2026-02-11 02:39:22.674+00
8e5017bb-4bd8-47df-b824-1358340158bb,DEMO-AMOX-001,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,40.6950322736982,-74.0449495488003,[],2026-02-12 12:39:22.674+00
9518824d-658d-404e-b7aa-b036a78c4f6f,DEMO-ASPR-005,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,suspicious,51.5013559133796,-0.177167661309812,"[""Rapid scanning detected"",""Geographic anomaly: 450km in 10 min""]",2026-02-10 17:39:22.674+00
98d8f37c-07bf-4ba0-bc6a-50e70a3bf98c,DEMO-IBUP-002,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,suspicious,34.0960816473644,-118.197165956261,"[""Rapid scanning detected"",""Geographic anomaly: 450km in 10 min""]",2026-02-12 01:39:22.674+00
a050beb2-9389-415a-be93-5e0bbeb3d285,DEMO-AMOX-001,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,40.7560642733071,-74.008712356388,[],2026-02-11 19:39:22.674+00
a1d41d33-a883-4032-8a7d-8bb7aa9a590d,DEMO-ASPR-005,b78daa61-0978-4452-b3c7-db78f76cf432,suspicious,40.7359431717959,-73.9649644732419,"[""Rapid scanning detected"",""Geographic anomaly: 450km in 10 min""]",2026-02-12 08:47:24.389+00
a89eafd4-935c-4c36-aa11-be3de56ca353,DEMO-PARA-003,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,51.5202241018857,-0.085372230474347,[],2026-02-11 00:47:24.389+00
ad6a4e7a-9bf1-4be0-9008-eae6f282c738,DEMO-IBUP-002,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,51.4926637461365,-0.130307475458108,[],2026-02-11 16:39:22.674+00
afbdc619-bfa9-4a8a-8d0f-21c7b44994c4,DEMO-METR-004,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,51.4971220134825,-0.134270971419321,[],2026-02-11 21:39:22.674+00
b3e01e46-7ea1-4457-a618-16d5e1fb4499,DEMO-ASPR-005,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,35.7167314001687,139.605352500248,[],2026-02-11 10:47:24.389+00
b816e236-8f22-490c-b325-795852384073,DEMO-METR-004,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,28.5845591215071,77.16018957235,[],2026-02-11 13:47:24.389+00
