id,batch_id,scanner_user_id,verification_status,latitude,longitude,anomaly_flags,scanned_at
80c02ff5-210b-4929-b736-3d7bbae7163f,DEMO-AMOX-001,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,40.72359313808567,-73.9694927900097,1,2026-02-15 01:09:29.699288
80c02ff5-210b-4929-b736-3d7bbae7163f,DEMO-AMOX-001,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,40.73416523001502,-74.05334617337687,1,2026-02-16 01:09:29.699288
80c02ff5-210b-4929-b736-3d7bbae7163f,DEMO-AMOX-001,b78daa61-0978-4452-b3c7-db78f76cf432,suspicious,19.076,72.8777,1,2026-02-15 02:09:29.699288
203c616e-6172-4d5c-afda-9b6f24d925e9,DEMO-ASPR-005,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,40.67057481325972,-74.0030382606954,0,2026-02-15 01:09:29.699502
203c616e-6172-4d5c-afda-9b6f24d925e9,DEMO-ASPR-005,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,40.727295533370366,-74.0493593253037,0,2026-02-16 01:09:29.699502
203c616e-6172-4d5c-afda-9b6f24d925e9,DEMO-ASPR-005,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,40.68810043313691,-74.03552161874687,0,2026-02-17 01:09:29.699502
4903aa9e-b1a1-481a-af12-a6cc8f7a1080,DEMO-METR-004,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,40.762681283899674,-74.02306153597799,0,2026-02-15 01:09:29.699599
4903aa9e-b1a1-481a-af12-a6cc8f7a1080,DEMO-METR-004,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,40.75041533245347,-74.04854115461485,0,2026-02-16 01:09:29.699599
4903aa9e-b1a1-481a-af12-a6cc8f7a1080,DEMO-METR-004,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,40.75559611007604,-74.03647274360542,0,2026-02-17 01:09:29.699599
2bc8a328-5872-4923-90e6-39e7a3823442,DEMO-IBUP-002,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,40.68304578132546,-73.95679337791353,0,2026-02-15 01:09:29.699724
2bc8a328-5872-4923-90e6-39e7a3823442,DEMO-IBUP-002,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,40.725419353454356,-74.02078904394214,0,2026-02-16 01:09:29.699724
2bc8a328-5872-4923-90e6-39e7a3823442,DEMO-IBUP-002,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,40.67099516640752,-74.05459052317998,0,2026-02-17 01:09:29.699724
b24be3c0-208a-4297-a7aa-7df707b57c86,DEMO-PARA-003,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,40.7321809451082,-74.02403421026872,0,2026-02-15 01:09:29.699817
b24be3c0-208a-4297-a7aa-7df707b57c86,DEMO-PARA-003,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,40.71393617797419,-74.05425282739516,0,2026-02-16 01:09:29.699817
b24be3c0-208a-4297-a7aa-7df707b57c86,DEMO-PARA-003,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,40.715374305322854,-73.97090788952667,0,2026-02-17 01:09:29.699817
883b11e6-2b55-4ba4-ad81-bc1ce2c093e4,DEMO-METR-004,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,40.71884837976344,-73.96124682634876,0,2026-02-15 01:09:29.699902
883b11e6-2b55-4ba4-ad81-bc1ce2c093e4,DEMO-METR-004,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,40.71528722080064,-74.0136692630891,0,2026-02-16 01:09:29.699902
883b11e6-2b55-4ba4-ad81-bc1ce2c093e4,DEMO-METR-004,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,40.73740451014302,-73.99547503114616,0,2026-02-17 01:09:29.699902
b88e6ca0-bc9e-42a0-8f63-3609b0f4a0b1,DEMO-AMOX-001,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,40.68749646591906,-73.97571140675572,0,2026-02-15 01:09:29.699989
b88e6ca0-bc9e-42a0-8f63-3609b0f4a0b1,DEMO-AMOX-001,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,40.74302290979231,-73.9717874493794,0,2026-02-16 01:09:29.699989
b88e6ca0-bc9e-42a0-8f63-3609b0f4a0b1,DEMO-AMOX-001,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,40.725746964703085,-73.97558839215259,0,2026-02-17 01:09:29.699989
d99f6e63-7017-4f19-8ffd-66fa7f3796f7,DEMO-AMOX-001,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,40.72198313450956,-74.0554112079066,0,2026-02-15 01:09:29.700069
d99f6e63-7017-4f19-8ffd-66fa7f3796f7,DEMO-AMOX-001,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,40.69160518773908,-74.04325440789206,0,2026-02-16 01:09:29.700069
d99f6e63-7017-4f19-8ffd-66fa7f3796f7,DEMO-AMOX-001,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,40.68150112286645,-74.0097417904371,0,2026-02-17 01:09:29.700069
f7c893cf-ec5e-45a0-b8e9-3b958377f36f,DEMO-METR-004,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,40.72267634730448,-74.00248223706356,0,2026-02-15 01:09:29.700146
f7c893cf-ec5e-45a0-b8e9-3b958377f36f,DEMO-METR-004,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,40.684578817840844,-73.98178346091218,0,2026-02-16 01:09:29.700146
f7c893cf-ec5e-45a0-b8e9-3b958377f36f,DEMO-METR-004,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,40.71875524821941,-74.01670735301686,0,2026-02-17 01:09:29.700146
371317b0-863b-48c0-9c03-a0cdcfb37e10,DEMO-IBUP-002,b78daa61-0978-4452-b3c7-db78f76cf432,authentic,40.68791142964064,-73.95794562866575,0,2026-02-15 01:09:29.700218
371317b0-863b-48c0-9c03-a0cdcfb37e10,DEMO-IBUP-002,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,40.715489655347426,-73.99363335136627,0,2026-02-16 01:09:29.700218
371317b0-863b-48c0-9c03-a0cdcfb37e10,DEMO-IBUP-002,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,40.690911099684136,-74.01726229492064,0,2026-02-17 01:09:29.700218
7537e45a-b789-44fc-8b7f-733d4f45e021,DEMO-IBUP-002,78dcaf0e-b394-4f1e-a9e3-2a3b97e225a8,authentic,40.71368406040055,-74.0070034837941,0,2026-02-15 01:09:29.700305
